1,1,1,1,1,1,1,1,1,1,1,1,INTJ
1,1,1,1,1,1,1,1,1,1,1,2,ISTJ
1,1,1,1,1,1,1,1,1,1,2,1,INTP
1,1,1,1,1,1,1,1,1,1,2,2,ISFP
1,1,1,1,1,1,1,1,1,2,1,1,INTP
1,1,1,1,1,1,1,1,1,2,1,2,ENTJ
1,1,1,1,1,1,1,1,1,2,2,1,ENFP
1,1,1,1,1,1,1,1,1,2,2,2,ENFP
1,1,1,1,1,1,1,1,2,1,1,1,ENFJ
1,1,1,1,1,1,1,1,2,1,1,2,ENFP
1,1,1,1,1,1,1,1,2,1,2,1,INTJ
1,1,1,1,1,1,1,1,2,1,2,1,ISFJ
1,1,1,1,1,1,1,1,2,1,2,2,ENFP
1,1,1,1,1,1,1,1,2,1,2,2,INFP
1,1,1,1,1,1,1,1,2,2,1,1,ENFP
1,1,1,1,1,1,1,1,2,2,1,1,ESFJ
1,1,1,1,1,1,1,1,2,2,1,2,ESTJ
1,1,1,1,1,1,1,1,2,2,1,2,INFP
1,1,1,1,1,1,1,1,2,2,2,1,ISTJ
1,1,1,1,1,1,1,1,2,2,2,1,INTP
1,1,1,1,1,1,1,1,2,2,2,2,ISFJ
1,1,1,1,1,1,1,1,2,2,2,2,ESTP
1,1,1,1,1,1,1,2,1,1,1,1,ISFP
1,1,1,1,1,1,1,2,1,1,1,1,ESFJ
1,1,1,1,1,1,1,2,1,1,1,2,INTJ
1,1,1,1,1,1,1,2,2,1,1,2,ENFP
1,1,1,1,1,1,1,2,2,1,2,1,ESFP
1,1,1,1,1,1,1,2,2,1,2,2,ESTJ
1,1,1,1,1,1,1,2,2,2,1,1,ESTP
1,1,1,1,1,1,1,2,2,2,1,2,ENFP
1,1,1,1,1,1,1,2,2,2,2,1,ENFJ
1,1,1,1,1,1,1,2,2,2,2,2,INTP
1,1,1,1,1,1,2,1,1,1,1,1,ESFJ
1,1,1,1,1,1,2,1,1,1,1,2,ISFP
1,1,1,1,1,1,2,1,1,1,2,1,ESFJ
1,1,1,1,1,1,2,1,1,1,2,2,ENFP
1,1,1,1,1,1,2,1,1,2,1,1,ENTJ
1,1,1,1,1,1,2,1,1,2,1,2,ENTJ
1,1,1,1,1,1,2,1,1,2,2,1,ENTJ
1,1,1,1,1,1,2,1,1,2,2,2,ENTP
1,1,1,1,1,1,2,1,2,1,1,1,INFJ
1,1,1,1,1,1,2,1,2,1,1,2,ENFJ
